folder	dataset	sample-id	ace	berger_parker_d	brillouin_d	chao1	dominance	doubles	enspie	faith_pd	fisher_alpha	gini_index	goods_coverage	heip_e	lladser_pe	margalef	mcintosh_d	menhinick	observed_features	pielou_evenness	robbins	shannon_entropy	simpson	singles	strong	sample-frequency	Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	Sample_Name	sample_comment	city	country
346_asian	346_asian_Taiwan	sample-57	163.54196809150173	0.1622464898595944	3.775242933049912	156.51612903225808	0.0466059516015586	30	21.456487114546068	14.966290187678036	31.340937155566724	0.9890877623346516	0.9950598023920956	0.3067785253538443	0.0105979962673798	18.17127019745404	0.7969668451262863	2.434850537483892	151	0.767448629346682	0.0049401976079043	5.555103795851559	0.9533940483984414	19	0.5737241410186209	3846.0	DRR017276	AMPLICON	403	2165426	PRJDB1664	SAMD00012356	1285705	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015570	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00012356	DRP001943	DRS015060	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
346_asian	346_asian_Thailand	sample-110	194.1147668115757	0.1174305787888926	3.9774360117482144	189.625	0.0381533896843349	47	26.20999099355467	14.037044947479709	44.53762062904008	0.9854644296144476	0.9956507193041152	0.3141913821367608	0.0095936254128434	23.36713064474164	0.8196635245675333	3.438704775340635	188	0.7811091239082991	0.0043492806958849	5.900958279421323	0.9618466103156652	13	0.5730141725333314	2989.0	DRR017329	AMPLICON	398	1874267	PRJDB1664	SAMD00009509	1157027	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015623	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009509	DRP001945	DRS015113	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
346_asian	346_asian_Philippines	sample-304	184.78821835609205	0.0817955112219451	4.300579685517618	183.03703703703704	0.0217642925106187	26	45.94681860263107	21.4837236005666	48.258904616558745	0.9806712507880486	0.9945137157107232	0.475832738919998	0.0220719314258729	23.67362175220686	0.8719457126102761	4.042233401576158	181	0.8583011117515557	0.0054862842892768	6.437126062848848	0.9782357074893812	11	0.4711591187776415	2005.0	DRR076767	AMPLICON	509	8914598	PRJDB1664	SAMD00066807	20013533	KYUSHU	public	sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX070611	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2017-03-22T00:00:00Z	SAMD00066807	DRP001941	PH.C.1	#�NOMBRE?	Baybay	Philippines
346_asian	346_asian_Thailand	sample-112	185.15868588386877	0.149010989010989	4.0448985022622805	180.2826086956522	0.036378794831542	45	27.488541185343333	14.407420452775332	45.19605001704412	0.984459388820693	0.9934065934065934	0.3642295770015157	0.0196652815795014	22.898584804233437	0.826597942232098	3.731894018730029	178	0.8069752691099041	0.0065934065934065	6.032731997248016	0.963621205168458	15	0.5436325472280529	2275.0	DRR017331	AMPLICON	399	1461241	PRJDB1664	SAMD00009503	913247	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015625	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009503	DRP001945	DRS015115	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
346_asian	346_asian_China	sample-195	213.66126286394555	0.0908835904628331	4.101934960300454	205.27777777777777	0.0282757603237018	53	35.36598091623233	15.784894372982112	46.088139762130375	0.9850702724016004	0.99382889200561	0.3296113180188719	0.0110210109714001	24.453108272721877	0.8460153241677749	3.366404435280969	201	0.7926249336858551	0.0061711079943899	6.064414339347747	0.9717242396762982	22	0.5861436157222304	3565.0	DRR017414	AMPLICON	400	2219254	PRJDB1664	SAMD00008758	1343865	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015708	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008758	DRP001948	DRS015198	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
346_asian	346_asian_Thailand	sample-133	229.24379023681232	0.0559796437659033	4.316475483284829	220.75	0.0201972753439118	51	49.51162881984653	14.278706665699133	54.23271973199182	0.9815079148129604	0.990185387131952	0.3980183719366566	0.0179422083861819	26.89489103527745	0.8745569978038388	4.080078117013272	214	0.829627553169012	0.0098146128680479	6.422534313866668	0.9798027246560882	27	0.5438430205498765	2751.0	DRR017352	AMPLICON	399	1759626	PRJDB1664	SAMD00009524	1085576	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015646	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009524	DRP001945	DRS015136	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
346_asian	346_asian_Taiwan	sample-60	224.0585732591885	0.04840701407755	4.469571489873444	220.57142857142856	0.0169930575688614	41	58.84756147901404	17.08535461053662	49.61321192613404	0.9795664520632408	0.9970363052605582	0.4403678517376962	0.0094101202746444	26.24537552620533	0.883527588577347	3.4416779265155197	219	0.848887003908461	0.0029636947394418	6.599915693051114	0.9830069424311384	12	0.5073173262240747	4049.0	DRR017279	AMPLICON	403	2484391	PRJDB1664	SAMD00012372	1487729	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015573	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00012372	DRP001943	DRS015063	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
346_asian	346_asian_China	sample-204	121.87261795231954	0.3838097933767336	2.774629703869988	119.44	0.1705482952412853	24	5.863441781023007	12.580770830630366	23.510184775891705	0.9943602678449188	0.9974525898669686	0.1370784164222308	0.0080783522897375	14.320856079945983	0.5970701503206048	1.9852270704808408	118	0.5943499982861709	0.0025474101330314	4.090698884592537	0.8294517047587147	9	0.6937135099089936	3533.0	DRR017423	AMPLICON	405	2096580	PRJDB1664	SAMD00008757	1242079	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015717	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008757	DRP001948	DRS015207	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
346_asian	346_asian_Japan	sample-294	159.36195951081626	0.108204134366925	3.8054014913643694	155.94117647058823	0.0394520060893776	33	25.34725351442262	14.893488281808274	34.06722364055586	0.988702513682937	0.996124031007752	0.3155484059799976	0.0123491954086059	19.034902489333028	0.8160406979250069	2.767707845554919	154	0.7737805830788113	0.003875968992248	5.622898326568159	0.9605479939106224	12	0.588786536460955	3096.0	DRR017513	AMPLICON	403	1785229	PRJDB1664	SAMD00003448	1050975	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015807	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00003448	DRP001950	DRS015297	16S rRNA amplicon sequencing of stool sample from healthy Fukuoka Children	Fukuoka	Japan
346_asian	346_asian_Indonesia	sample-53	279.7221917094482	0.1550016507098052	3.914112778447511	272.2307692307692	0.047286705023008	64	21.14759316627021	17.565896873380556	57.67938474105242	0.9850095081237684	0.9965335094090458	0.1987935737936225	0.0100378948030275	30.772286829734718	0.7927299259020948	3.45611070735954	269	0.7139053932903154	0.0034664905909541	5.762260512368965	0.952713294976992	21	0.6546156668928977	6058.0	DRR017272	AMPLICON	401	3581298	PRJDB1664	SAMD00009088	2200630	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015566	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009088	DRP001942	DRS015056	16S rRNA amplicon sequencing of stool sample from healthy Yogjakarta Children	Yogjakarta	Indonesia
346_asian	346_asian_Taiwan	sample-74	160.0051296015065	0.1140576725025746	3.869408705814635	154.78571428571428	0.0393675868995938	27	25.401607737616143	14.405698714722886	31.52208922554193	0.988180483624248	0.9966529351184346	0.3361321419014348	0.0075444142317325	18.27065065860468	0.8146591601002623	2.438956066461584	152	0.7855559962508297	0.0033470648815653	5.693652918576976	0.960632413100406	13	0.5632486855656134	3884.0	DRR017293	AMPLICON	403	2202692	PRJDB1664	SAMD00012376	1290685	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015587	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00012376	DRP001943	DRS015077	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
346_asian	346_asian_Philippines	sample-327	122.922621416182	0.174042764793635	3.6812792471758646	120.84	0.0510738922005548	24	19.57947508823572	17.696401345091594	27.980531105798555	0.9893979691068444	0.9965191447041272	0.364353098216903	0.0115622318902655	15.644746172145302	0.7916581981296136	2.675932848307747	120	0.7921253342766869	0.0034808552958727	5.471123021858903	0.9489261077994452	7	0.5141761975799768	2011.0	DRR076790	AMPLICON	513	6611101	PRJDB1664	SAMD00066830	14996421	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX070634	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2017-03-22T00:00:00Z	SAMD00066830	DRP001941	PH.C.24	human gut	Baybay	Philippines
346_asian	346_asian_China	sample-169	210.81354975512667	0.1671281147747294	3.89473878366234	201.66666666666663	0.0458588170883389	44	21.80605744962141	16.828611457119727	42.97627092401133	0.9869069452368424	0.9937075257991442	0.2716956210113179	0.0085329359028143	23.409378703792395	0.7985218492346204	3.093679566390423	195	0.7554674751851123	0.0062924742008557	5.747090625027587	0.9541411829116612	25	0.6102512472006557	3973.0	DRR017388	AMPLICON	402	2487494	PRJDB1664	SAMD00016633	1501111	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015682	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016633	DRP001947	DRS015172	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
346_asian	346_asian_Taiwan	sample-87	166.343085106383	0.094081942336874	4.107997899250679	158.56521739130434	0.025127739873492	45	39.79665521191295	14.60439439074744	45.21086802960127	0.9837646564567892	0.9840667678300457	0.4753751096353157	0.0270974244666794	21.297710672772027	0.8653178360835384	4.241925293692546	154	0.8537785741816479	0.0159332321699544	6.204226651596883	0.974872260126508	21	0.476893364602014	1318.0	DRR017306	AMPLICON	399	889983	PRJDB1664	SAMD00015807	566587	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015600	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015807	DRP001944	DRS015090	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
346_asian	346_asian_Japan	sample-231	153.22271663104016	0.0841759352881698	3.893536402357598	148.84375	0.0312745048925439	31	31.97492665146575	13.825342149756958	29.825531135803605	0.9888752223145136	0.9964610717896866	0.3569128532961128	0.0077919642391032	17.505758534603125	0.8364528343456953	2.321264952733461	146	0.7957306590144014	0.0035389282103134	5.721163834435525	0.968725495107456	14	0.573877723451113	3956.0	DRR017450	AMPLICON	403	2330752	PRJDB1664	SAMD00013400	1354727	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015744	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013400	DRP001949	DRS015234	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
346_asian	346_asian_Taiwan	sample-67	198.9562539884916	0.0746007984031936	4.085074899376466	195.0	0.0265658802156166	33	37.642268650001405	15.981100187720662	41.751622496052605	0.9858732561600476	0.995758483033932	0.3368190742627451	0.0144674861035761	22.902472138730573	0.8504428253659428	3.016959712721341	191	0.7947644012501646	0.0042415169660678	6.022270685529568	0.9734341197843832	17	0.5967136407812647	4008.0	DRR017286	AMPLICON	403	2346307	PRJDB1664	SAMD00012359	1365240	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015580	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00012359	DRP001943	DRS015070	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
346_asian	346_asian_Japan	sample-283	104.05950571200653	0.2960077896786757	3.052212085295171	103.25	0.1111645929902373	11	8.9956700519546	12.312477477548288	18.03748820681249	0.9943073103178374	0.9988315481986368	0.2083981270375347	0.0083877549585883	11.821389171666285	0.6760203155959327	1.4234097876450682	102	0.6688107329529205	0.0011684518013631	4.462589683537597	0.8888354070097627	6	0.6541649960860684	5135.0	DRR017502	AMPLICON	404	2866842	PRJDB1664	SAMD00003447	1661850	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015796	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00003447	DRP001950	DRS015286	16S rRNA amplicon sequencing of stool sample from healthy Fukuoka Children	Fukuoka	Japan
346_asian	346_asian_Indonesia	sample-11	316.9160343387295	0.2293428274736686	3.753669185243569	308.8082191780822	0.0772592315750587	72	12.943437044523051	19.19275608824736	65.45765788820255	0.984010590837866	0.9959946595460614	0.1493082064771098	0.0068664701272368	34.369470552878255	0.7309472953955766	3.7026394158921394	304	0.670602590101708	0.0040053404539385	5.531081553486408	0.9227407684249412	27	0.6590722327625917	6741.0	DRR017230	AMPLICON	401	4322763	PRJDB1664	SAMD00016535	2675393	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015524	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	DRS015014	DRP001941			Bali	Indonesia
346_asian	346_asian_Philippines	sample-320	156.84353658536585	0.175686591276252	3.901647768192122	154.6	0.0460847398352128	34	21.69915689175509	20.53472370095436	36.3590486993623	0.9864302866038824	0.997172859450727	0.3564142472437711	0.0105759813481841	19.57923924675337	0.8014325818258204	3.094891303573842	154	0.7974957440257674	0.002827140549273	5.7952313389479135	0.9539152601647872	7	0.5226958017749618	2476.0	DRR076783	AMPLICON	512	8996156	PRJDB1664	SAMD00066823	20389132	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX070627	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2017-03-22T00:00:00Z	SAMD00066823	DRP001941	PH.C.17	human gut	Baybay	Philippines
346_asian	346_asian_Japan	sample-236	177.63704190913523	0.0910177255526787	4.032076665374563	173.94117647058823	0.0298557649189873	33	33.4943687664164	15.016002208509953	34.484751141082775	0.986988799899854	0.9976100378410676	0.3471688929235433	0.0080140361026232	20.06716186627753	0.8390529519857002	2.4273552224224515	172	0.7965863925762685	0.0023899621589324	5.915661451264431	0.9701442350810128	12	0.5742231465056067	5021.0	DRR017455	AMPLICON	403	2896596	PRJDB1664	SAMD00013391	1687951	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015749	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013391	DRP001949	DRS015239	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
346_asian	346_asian_Japan	sample-289	137.0477046152077	0.2367609254498714	3.52338587725418	132.66666666666666	0.0725069223703253	32	13.791786595113663	12.916391606152697	26.15354998928733	0.9909722060017668	0.997172236503856	0.2707242601906862	0.0110705012093092	15.7267619095749	0.742635871678632	2.100373329528185	131	0.7361543279812164	0.0028277634961439	5.177684783104431	0.9274930776296748	11	0.592900174650209	3890.0	DRR017508	AMPLICON	403	2188597	PRJDB1664	SAMD00003477	1291891	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015802	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00003477	DRP001950	DRS015292	16S rRNA amplicon sequencing of stool sample from healthy Fukuoka Children	Fukuoka	Japan
346_asian	346_asian_Indonesia	sample-34	208.25920870046795	0.2248195256101753	3.3741229201916734	203.2133333333333	0.0906206021757018	74	11.035018262857353	13.867477863738513	49.34623249973955	0.9882048358372504	0.9951873496046753	0.1576653868717004	0.014891221846372	25.20197736544009	0.7121716623369185	3.7452387557960582	202	0.6569171226130438	0.0048126503953248	5.030810251611481	0.9093793978242982	14	0.6609770292945417	2909.0	DRR017253	AMPLICON	396	1899865	PRJDB1664	SAMD00009069	1219295	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015547	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009069	DRP001942	DRS015037	16S rRNA amplicon sequencing of stool sample from healthy Yogjakarta Children	Yogjakarta	Indonesia
346_asian	346_asian_Taiwan	sample-86	249.51340285330437	0.1313719778619283	3.988467175657143	242.50819672131144	0.0383754123397001	60	26.05835192461191	17.3981502802227	48.36117528628906	0.9861228373710504	0.9973783862510924	0.2370980533157885	0.0095609944505189	27.05352995962398	0.8139263196164913	2.8964053577675406	240	0.7398179921588957	0.0026216137489076	5.849659924663149	0.9616245876603	18	0.644634187785222	6866.0	DRR017305	AMPLICON	402	4208949	PRJDB1664	SAMD00015781	2532073	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015599	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015781	DRP001944	DRS015089	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
