folder	dataset	sample-id	ace	berger_parker_d	brillouin_d	chao1	dominance	doubles	enspie	faith_pd	fisher_alpha	gini_index	goods_coverage	heip_e	lladser_pe	margalef	mcintosh_d	menhinick	observed_features	pielou_evenness	robbins	shannon_entropy	simpson	singles	strong	sample-frequency	Run	Alias	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	ena_checklist	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	environment_(biome)	environment_(feature)	environment_(material)	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geographic_location_(country_and/or_sea)	geographic_location_(latitude)	geographic_location_(longitude)	human_gut_environmental_package	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Instrument	Investigation_type	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	project_name	ReleaseDate	Sample Name	sample_name	Sequencing_method	SRA_accession	SRA Study	title	host_subject_id	INSDC_center_alias	run_accession	numID	group
248_citizen	248_citizen_after	sample-342	98.91283856341724	0.1709768610616689	3.248987426611177	98.66666666666669	0.0714025288812898	5	14.005106200965908	6.337969110188929	15.024034432989904	0.993640464590656	0.9994764946078945	0.2646560066282376	0.0023828184665762	10.475316229952382	0.7403631417925569	0.9925383855872792	97	0.7155923635722042	0.0005235053921055	4.722847230111231	0.9285974711187102	5	0.6055543382406117	9551.0	ERR1700504	OMG349	AMPLICON	252	3095648	PRJEB16344	SAMEA4519080	1491569	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770792	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:34Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4519080	ERS1418259	16S sequencing	ERS1418259	ERP018192	Healthy human gut 16S metagenome	subject3285		ERR1700504	2201.2088	after
248_citizen	248_citizen_after	sample-376	78.7151858853182	0.2257724719101123	2.9598249961429257	78.25	0.0976438595781782	3	10.24129939475972	6.224124101622568	10.554526116350276	0.99524367447579	0.999882958801498	0.2406776282708627	0.0008863588515584	7.900570404776369	0.6928198107852247	0.5966903098280519	78	0.6821808263378486	0.0001170411985018	4.287780879529196	0.9023561404218218	2	0.6255671996542783	17088.0	ERR1700538	OMG383	AMPLICON	252	5461856	PRJEB16344	SAMEA4519114	2607272	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770826	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:30Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4519114	ERS1418293	16S sequencing	ERS1418293	ERP018192	Healthy human gut 16S metagenome	subject3342		ERR1700538	8593.3754	after
248_citizen	248_citizen_before	sample-173	187.01654091178776	0.1253182774272113	3.3207780559655458	184.73076923076923	0.064746057613018	25	15.444955830004655	6.722041478291368	26.386463781195896	0.9931590997029136	0.9996309826930884	0.1489499670127033	0.001199570169098	17.830459962506776	0.7501041761273157	1.1116663434306953	183	0.6403867753376988	0.0003690173069116	4.812954783844783	0.935253942386982	10	0.74035155855367	27099.0	ERR1700335	OMG177	AMPLICON	285	10895762	PRJEB16344	SAMEA4518908	5564422	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770623	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:31Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518908	ERS1418087	16S sequencing	ERS1418087	ERP018192	Healthy human gut 16S metagenome	subject3415		ERR1700335	7713.1114	before
248_citizen	248_citizen_after	sample-454	208.09132623244412	0.3345819189199734	3.095242427440553	207.05555555555557	0.1383384852210658	17	7.228646449337606	7.613813899831067	29.905535131667065	0.9925281356735436	0.999453743805845	0.1069119230273878	0.0010263440747173	19.80006894797439	0.6320090016318894	1.2617855190817897	202	0.586451110539205	0.000546256194155	4.491166628803882	0.8616615147789342	14	0.7182815027376552	25629.0	ERR1700616	OMG461	AMPLICON	286	10055670	PRJEB16344	SAMEA4519192	5176575	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770904	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:32Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4519192	ERS1418371	16S sequencing	ERS1418371	ERP018192	Healthy human gut 16S metagenome	subject3449		ERR1700616	9702.4227	after
248_citizen	248_citizen_after	sample-509	73.5137614678899	0.3181479086885164	2.3048085494632846	73.14285714285714	0.1751577956327243	6	5.709137845607668	5.775456543132169	9.53740142746267	0.9972722137557992	0.9999005321529816	0.1265613170960749	0.0009133189967479	7.266251287094505	0.5856112918794243	0.5148126633841318	73	0.5392811403831534	9.946784701845128e-05	3.3380556468844653	0.8248422043672756	2	0.7458623760143506	20107.0	ERR1700671	OMG516	AMPLICON	252	6079312	PRJEB16344	SAMEA4519247	2693014	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770959	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4519247	ERS1418426	16S sequencing	ERS1418426	ERP018192	Healthy human gut 16S metagenome	subject3615		ERR1700671	7358.3505	after
248_citizen	248_citizen_after	sample-429	218.4486767673333	0.2069828408007626	3.206752373607059	210.07692307692307	0.0874603255426885	38	11.433755749192926	4.758337564725526	32.48315369165421	0.9930448669527762	0.9985700667302192	0.1203361632029926	0.0028030539086274	20.764415581344043	0.7097414641734014	1.5669253347771377	203	0.6081294060432406	0.0014299332697807	4.66151617843974	0.9125396744573114	24	0.7505150929574025	16784.0	ERR1700591	OMG436	AMPLICON	292	6630583	PRJEB16344	SAMEA4519167	3379924	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770879	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:31Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4519167	ERS1418346	16S sequencing	ERS1418346	ERP018192	Healthy human gut 16S metagenome	subject3416		ERR1700591	4608.3525	after
248_citizen	248_citizen_before	sample-112	224.01173820965872	0.1171960002072431	3.727469321967484	219.0	0.0444462705831276	39	22.49907555527533	6.422394300086969	34.0612635735482	0.9899762863372494	0.9991710274079064	0.1935033020246488	0.0019350764651776	21.7877901551209	0.7948988169578227	1.554761743337272	216	0.697997260135767	0.0008289725920936	5.412890229171204	0.9555537294168724	16	0.695705413459675	19301.0	ERR1700274	OMG116	AMPLICON	283	7226229	PRJEB16344	SAMEA4518847	3697224	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770562	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518847	ERS1418026	16S sequencing	ERS1418026	ERP018192	Healthy human gut 16S metagenome	subject3329		ERR1700274	3649.6596	before
248_citizen	248_citizen_before	sample-195	283.8993227115805	0.1887836853605244	3.7408041454993417	274.25531914893617	0.0618376567333057	46	16.1713760324524	7.531180223526093	46.57586011696967	0.987450165955963	0.9978150036416606	0.1621565957103459	0.0024560362190601	27.709732370095196	0.7577954210416794	2.261572972250248	265	0.6774247469810954	0.0021849963583394	5.453166616847685	0.9381623432666942	30	0.6730736989652187	13730.0	ERR1700357	OMG199	AMPLICON	279	5316346	PRJEB16344	SAMEA4518930	2773441	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770645	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:31Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518930	ERS1418109	16S sequencing	ERS1418109	ERP018192	Healthy human gut 16S metagenome	subject3440		ERR1700357	7954.4287	before
248_citizen	248_citizen_before	sample-204	299.5793082802443	0.1083100836986847	3.923874046765679	294.52941176470586	0.0385150822523173	33	25.963854716676178	7.275298711127597	45.27056331238642	0.9872981012144244	0.9982064567556796	0.1857889612481296	0.0023789158457274	27.75792360595605	0.8094608796725988	1.948111266068256	276	0.7033325195221378	0.0017935432443204	5.702988935792663	0.9614849177476826	36	0.6897502324963465	20072.0	ERR1700366	OMG208	AMPLICON	289	8114881	PRJEB16344	SAMEA4518939	4259360	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770654	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:31Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518939	ERS1418118	16S sequencing	ERS1418118	ERP018192	Healthy human gut 16S metagenome	subject3452		ERR1700366	3409.8677	before
248_citizen	248_citizen_after	sample-508	107.46404367524944	0.2174255407846588	3.046425095135649	106.6	0.1012550865167337	9	9.876047064902137	7.180184768211639	14.508927052007763	0.9944342476186374	0.9998147204594932	0.1933249375963697	0.0012210608275789	10.521106175735826	0.6864659548662877	0.7214223653889803	106	0.6558819838099631	0.0001852795405067	4.41272181465454	0.8987449134832662	4	0.6449698789652663	21589.0	ERR1700670	OMG515	AMPLICON	252	6930216	PRJEB16344	SAMEA4519246	3214713	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770958	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4519246	ERS1418425	16S sequencing	ERS1418425	ERP018192	Healthy human gut 16S metagenome	subject3610		ERR1700670	4826.4983	after
248_citizen	248_citizen_after	sample-484	184.1599306398099	0.1417857373763496	3.3046968821564007	179.27586206896552	0.0664837271680082	28	15.041274648651113	6.027089839492261	27.46505252322169	0.9931304556534876	0.9988362319777592	0.1554225733495193	0.001796119628677	17.9340326135444	0.748171479770546	1.3990917816244917	174	0.6451181597397033	0.0011637680222409	4.801578011088526	0.9335162728319916	18	0.7311521229105497	15467.0	ERR1700646	OMG491	AMPLICON	289	5956242	PRJEB16344	SAMEA4519222	3498199	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770934	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:32Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4519222	ERS1418401	16S sequencing	ERS1418401	ERP018192	Healthy human gut 16S metagenome	subject3483		ERR1700646	6823.8251	after
248_citizen	248_citizen_after	sample-373	57.841120920478765	0.1921975662133142	2.912443230807608	57.125	0.0865678652844909	7	11.551630581552017	5.034837795208361	8.835611544701854	0.9956656549275148	0.9996420901932712	0.318770211123368	0.0034704772497287	6.490212680184662	0.7153452867592998	0.7625119546805678	57	0.7263259259435321	0.0003579098067287	4.236579240464988	0.9134321347155092	2	0.6010278918484473	5588.0	ERR1700535	OMG380	AMPLICON	252	1787105	PRJEB16344	SAMEA4519111	896494	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770823	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:30Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4519111	ERS1418290	16S sequencing	ERS1418290	ERP018192	Healthy human gut 16S metagenome	subject3339		ERR1700535	4639.0326	after
248_citizen	248_citizen_before	sample-55	117.12603305785125	0.145531427564639	3.372294021291475	115.0	0.0559976859849592	11	17.857880775084084	7.877139236215454	15.341726992637676	0.993467076951934	0.99960357661983	0.2568886645249847	0.0011196897820757	11.066521169148327	0.7684618212224511	0.7433209924874502	112	0.7173651119704062	0.00039642338017	4.883358925884149	0.9440023140150408	9	0.6475516923502873	22703.0	ERR1700217	OMG58	AMPLICON	252	7434133	PRJEB16344	SAMEA4518789	3413532	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770505	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518789	ERS1417968	16S sequencing	ERS1417968	ERP018192	Healthy human gut 16S metagenome	subject3241		ERR1700217	6309.4737	before
