folder	dataset	sample-id	ace	berger_parker_d	brillouin_d	chao1	dominance	doubles	mcintosh_d	menhinick	observed_features	pielou_evenness	robbins	shannon_entropy	simpson	singles	strong	enspie	faith_pd	fisher_alpha	gini_index	goods_coverage	heip_e	lladser_pe	margalef	sample-frequency	Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	env_biome	env_feature	env_material	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host	Instrument	Label	lat_lon	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	groups	city
153_italian	153_italian_V	sample-124	180.82414776097403	0.1654676258992805	3.498983425462752	176.46428571428572	0.0691171088311346	27	0.7469937123714702	2.265149036580693	171	0.6918162526214784	0.0031584488506755	5.131790929347172	0.9308828911688654	18	0.639032804565077	14.468197772033214	20.825200199529167	33.19439049736454	0.984697254811794	0.9968415511493244	0.2003582073396433	0.0053915367876602	19.65761976789248	5699.0	SRR1298571	AMPLICON	561	3452825	PRJNA247489	SAMN02781442	MIMS.me,MIGS/MIMS/MIMARKS.human-gut	7527482	UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI	2013	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	feces	feces	feces	SRX552833	Italy	Europe	Italy	Homo sapiens	454 GS Junior	fecal microbiota from vegan subject from Parma 32		SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-27T00:00:00Z	32-PR-V-F	SRP042234	V	Parma
153_italian	153_italian_VG	sample-82	198.1063847648563	0.2240207186791842	3.8164728779017367	194.95744680851064	0.0640161451766368	46	0.7606722604679497	3.490541258567186	194	0.7456821789712402	0.0032372936225315	5.667119568153609	0.9359838548233632	10	0.5904122710115375	15.621059300599017	22.00281782178422	45.93815992781075	0.9769755863408536	0.9967627063774684	0.2580973196042329	0.0119965975930264	24.01811131977472	3089.0	SRR1298528	AMPLICON	578	4415529	PRJNA247489	SAMN02781513	MIMS.me,MIGS/MIMS/MIMARKS.human-gut	9615940	UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI	2013	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	feces	feces	feces	SRX552790	Italy	Europe	Italy	Homo sapiens	454 GS Junior	fecal microbiota from vegetarian subject from Parma 16		SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-27T00:00:00Z	16-PR-VG-F	SRP042234	VG	Parma
153_italian	153_italian_VG	sample-103	304.24600163154213	0.1315301963690255	4.394908757318815	300.51851851851853	0.0307490417114128	53	0.8360249187909125	4.0560175358600405	298	0.7895012388188417	0.0031493145609484	6.489043728965703	0.9692509582885872	17	0.5662064746823954	32.52133869358399	22.838951433816465	67.91116243917692	0.9631653166562328	0.9968506854390516	0.2990737813908517	0.0080283650781844	34.55986409873904	5398.0	SRR1298550	AMPLICON	571	5217291	PRJNA247489	SAMN02781554	MIMS.me,MIGS/MIMS/MIMARKS.human-gut	11362331	UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI	2013	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	feces	feces	feces	SRX552812	Italy	Europe	Italy	Homo sapiens	454 GS Junior	fecal microbiota from vegetarian subject from Bologna 25		SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-27T00:00:00Z	25-BO-VG-F	SRP042234	VG	Bologna
153_italian	153_italian_V	sample-111	262.2461153773679	0.0853398354160317	4.383490214546719	257.35849056603774	0.0251570813865465	52	0.8563402300722575	4.416898364376447	253	0.8168782911768685	0.0067052727826882	6.52113414977221	0.9748429186134534	22	0.5284468125860596	39.75023909310784	17.756263814711456	63.93088392240198	0.964312814638094	0.9932947272173118	0.3604972623143004	0.0241983983890162	31.12685310219232	3281.0	SRR1298558	AMPLICON	869	7324837	PRJNA247489	SAMN02781540	MIMS.me,MIGS/MIMS/MIMARKS.human-gut	18454990	UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI	2013	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	feces	feces	feces	SRX552820	Italy	Europe	Italy	Homo sapiens	454 GS Junior	fecal microbiota from vegan subject from Torino 27		SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-27T00:00:00Z	27-TO-V-F	SRP042234	V	Torino
153_italian	153_italian_VG	sample-35	272.10871019211754	0.1113484646194926	4.367111880057385	267.9047619047619	0.0275070454419867	62	0.8480046176005356	4.346660550805093	266	0.8048908059837946	0.0042723631508678	6.4836227719376565	0.9724929545580132	16	0.549216499191905	36.35432246291347	21.36412827015303	65.44904515876476	0.9643853874131024	0.995727636849132	0.3339170845003931	0.0144760325142564	32.20640530108115	3745.0	SRR1298481	AMPLICON	548	2359787	PRJNA247489	SAMN02781486	MIMS.me,MIGS/MIMS/MIMARKS.human-gut	5242387	UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI	2013	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	feces	feces	feces	SRX552743	Italy	Europe	Italy	Homo sapiens	454 GS Junior	fecal microbiota from vegetarian subject from Torino 06		SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-27T00:00:00Z	06-TO-VG-F	SRP042234	VG	Torino
153_italian	153_italian_V	sample-13	188.81898083934104	0.2329317269076305	3.6784565063589385	182.9767441860465	0.0698802349066054	42	0.7478887725207488	2.9289214722537684	179	0.725881234656705	0.0050870147255689	5.432361436343907	0.9301197650933946	19	0.6021673285320052	14.31019803148193	14.767306526552638	39.18969604730629	0.9811794303651388	0.9949129852744312	0.2369780791778952	0.0082622989197779	21.64001373395044	3735.0	SRR1298459	AMPLICON	583	3977697	PRJNA247489	SAMN02781466	MIMS.me,MIGS/MIMS/MIMARKS.human-gut	8714989	UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI	2013	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	feces	feces	feces	SRX552721	Italy	Europe	Italy	Homo sapiens	454 GS Junior	fecal microbiota from vegan subject from Bari 03		SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-27T00:00:00Z	03-BA-V-F	SRP042234	V	Bari
153_italian	153_italian_V	sample-50	151.17750826662026	0.2690355329949238	3.2020973875487657	149.55172413793105	0.1087024353242804	28	0.6824552063561647	2.636140849552657	148	0.6576245653116548	0.0031725888324873	4.741113635706385	0.8912975646757195	10	0.6466250514473865	9.19942590997898	17.66542139123187	32.220402101711144	0.9860236521967444	0.9968274111675128	0.1751255039745533	0.009033306111652	18.24773923788937	3152.0	SRR1298496	AMPLICON	539	2976106	PRJNA247489	SAMN02781506	MIMS.me,MIGS/MIMS/MIMARKS.human-gut	6578687	UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI	2013	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	feces	feces	feces	SRX552758	Italy	Europe	Italy	Homo sapiens	454 GS Junior	fecal microbiota from vegan subject from Parma 09		SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-27T00:00:00Z	09-PR-V-F	SRP042234	V	Parma
153_italian	153_italian_V	sample-119	174.97008990412633	0.3306010928961748	3.2269062967024644	171.73684210526315	0.1292545294954046	37	0.651837504389026	2.962014116439461	170	0.6460926908195815	0.0036429872495446	4.787153327263427	0.8707454705045954	12	0.6302653666202365	7.736672779699786	14.026314976741018	37.999371807011165	0.983590593136947	0.9963570127504554	0.1574595105610794	0.0112427433011443	20.864563534622626	3294.0	SRR1298566	AMPLICON	568	3099421	PRJNA247489	SAMN02781542	MIMS.me,MIGS/MIMS/MIMARKS.human-gut	6672818	UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI	2013	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	feces	feces	feces	SRX552828	Italy	Europe	Italy	Homo sapiens	454 GS Junior	fecal microbiota from vegan subject from Torino 30		SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-27T00:00:00Z	30-TO-V-F	SRP042234	V	Torino
153_italian	153_italian_O	sample-115	193.1077874201266	0.1425813568670711	3.798758264081492	189.95744680851064	0.0531701089970729	46	0.7824068322904265	3.1386862460831204	189	0.7428283637732656	0.002757859900717	5.617448166440913	0.946829891002927	10	0.6041143184000326	18.807559714708315	16.08632125932921	42.36562237214644	0.9789870095288814	0.9972421400992828	0.2558143259572471	0.0138287409251597	22.93833930367354	3626.0	SRR1298562	AMPLICON	564	3438503	PRJNA247489	SAMN02781439	MIMS.me,MIGS/MIMS/MIMARKS.human-gut	7544831	UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI	2013	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	feces	feces	feces	SRX552824	Italy	Europe	Italy	Homo sapiens	454 GS Junior	fecal microbiota from omnivorous subject from Parma 29		SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-27T00:00:00Z	29-PR-O-F	SRP042234	O	Parma
153_italian	153_italian_V	sample-150	275.31146623524586	0.1702674897119341	4.213899232343422	269.78688524590166	0.0422600562668292	60	0.8073757866774407	4.265976989012235	266	0.7764867212161057	0.0056584362139917	6.254819846812006	0.9577399437331708	22	0.5553815093288778	23.663006828150397	24.409470593311656	64.67704495849725	0.9662764296863914	0.9943415637860082	0.2843922686332822	0.0102556237531422	32.0603938820818	3888.0	SRR1298597	AMPLICON	574	3931591	PRJNA247489	SAMN02781437	MIMS.me,MIGS/MIMS/MIMARKS.human-gut	8482829	UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI	2013	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	feces	feces	feces	SRX552859	Italy	Europe	Italy	Homo sapiens	454 GS Junior	fecal microbiota from vegan subject from Bologna 45		SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-27T00:00:00Z	45-BO-V-F	SRP042234	V	Bologna
153_italian	153_italian_O	sample-51	287.1249304737016	0.1292468092755707	4.427444163284455	282.6666666666667	0.0280843981845201	44	0.8437282219320006	3.727264954974392	278	0.8036990725179817	0.003774941578285	6.52518540997603	0.97191560181548	21	0.5524573330729627	35.60695847672435	17.406619678951834	61.57804947238645	0.9644641008634636	0.9962250584217148	0.3288938093195063	0.0060731378554205	32.120065276829614	5563.0	SRR1298497	AMPLICON	564	4818528	PRJNA247489	SAMN02781535	MIMS.me,MIGS/MIMS/MIMARKS.human-gut	10574553	UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI	2013	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	feces	feces	feces	SRX552759	Italy	Europe	Italy	Homo sapiens	454 GS Junior	fecal microbiota from omnivorous subject from Torino 09		SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-27T00:00:00Z	09-TO-O-F	SRP042234	O	Torino
153_italian	153_italian_V	sample-59	220.88178487503004	0.1558050383351588	4.030763008097408	217.9782608695652	0.0433317457822927	45	0.805160677863615	3.5908259033441112	217	0.7694780680430565	0.0027382256297918	5.972343447358583	0.9566682542177072	10	0.5612403531175393	23.07776854928017	15.154240621564377	50.53418712300591	0.9729326396495072	0.997261774370208	0.286040745365495	0.0102200434520556	26.331732742075665	3652.0	SRR1298505	AMPLICON	569	4006281	PRJNA247489	SAMN02781577	MIMS.me,MIGS/MIMS/MIMARKS.human-gut	8766299	UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI	2013	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	feces	feces	feces	SRX552767	Italy	Europe	Italy	Homo sapiens	454 GS Junior	fecal microbiota from vegan subject from Bari 11		SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-27T00:00:00Z	11-BA-V-F	SRP042234	V	Bari
153_italian	153_italian_V	sample-125	227.03004305478757	0.1547013977128335	4.046025820036974	223.6764705882353	0.0405416137229987	33	0.8088442345531772	2.785222622552668	221	0.7623720229143698	0.0022236340533672	5.937279028463243	0.9594583862770012	14	0.6062557854732158	24.666013712047015	18.803054533925444	44.5793228346813	0.9759724291285108	0.9977763659466328	0.273987380322972	0.0050467496154999	25.14955471330777	6296.0	SRR1298572	AMPLICON	868	7184020	PRJNA247489	SAMN02781543	MIMS.me,MIGS/MIMS/MIMARKS.human-gut	18084674	UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI	2013	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	feces	feces	feces	SRX552834	Italy	Europe	Italy	Homo sapiens	454 GS Junior	fecal microbiota from vegan subject from Torino 32		SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-27T00:00:00Z	32-TO-V-F	SRP042234	V	Torino
153_italian	153_italian_O	sample-6	167.7794139452618	0.1805285118219749	3.5930143070124867	164.21621621621622	0.0608730639255185	36	0.7660517321470244	2.718555208199351	163	0.7217832406505705	0.0027816411682892	5.304188821820993	0.9391269360744814	10	0.6212667559749823	16.42762718866186	17.700625843230586	35.14869160543439	0.9832068006330632	0.9972183588317108	0.2377232984973359	0.0090556093567246	19.78674464612921	3595.0	SRR1298452	AMPLICON	571	3719269	PRJNA247489	SAMN02781561	MIMS.me,MIGS/MIMS/MIMARKS.human-gut	8193413	UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI	2013	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	feces	feces	feces	SRX552714	Italy	Europe	Italy	Homo sapiens	454 GS Junior	fecal microbiota from omnivorous subject from Bari 02		SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-27T00:00:00Z	02-BA-O-F	SRP042234	O	Bari
153_italian	153_italian_V	sample-64	132.62699224575329	0.1504997060552616	3.380357367426192	126.47619047619048	0.0587541174632283	20	0.7683635928762194	1.6798421022632322	120	0.7158618489379155	0.003331373701744	4.944379472184214	0.9412458825367715	17	0.6526455026455026	17.020083752017165	11.132480633722023	22.01828297113965	0.9888363504902458	0.996668626298256	0.2503342531208688	0.0068667882027497	13.938369643891566	5103.0	SRR1298510	AMPLICON	576	4796820	PRJNA247489	SAMN02781578	MIGS/MIMS/MIMARKS.human-gut,MIMS.me	10482727	UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI	2013	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	feces	feces	feces	SRX552772	Italy	Europe	Italy	Homo sapiens	454 GS Junior	fecal microbiota from vegan subject from Bari 12		SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-27T00:00:00Z	12-BA-V-F	SRP042234	V	Bari
