folder	dataset	sample-id	ace	berger_parker_d	brillouin_d	chao1	dominance	doubles	enspie	faith_pd	fisher_alpha	gini_index	goods_coverage	heip_e	lladser_pe	margalef	mcintosh_d	menhinick	observed_features	pielou_evenness	robbins	shannon_entropy	simpson	singles	strong	sample-frequency	Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	env_biome	env_feature	env_material	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host_diet	Host	Instrument	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	groups
95_obese	95_obese_M0_placebo	sample-65	187.43285674716284	0.0803670275645957	3.975858512339459	186.54545454545453	0.0295856222316294	10	33.800201738901364	14.691704756907676	23.859455537378864	0.9795639156268408	0.999849886476648	0.2886048107150287	0.0008328276557778	16.81435077028388	0.8315975697524987	0.7970448110525606	184	0.7642560684072267	0.000150113523352	5.749927880954317	0.9704143777683706	8	0.629175644244003	53293.0	SRR10698190	AMPLICON	420	36243480	PRJNA595949	SAMN13577700	Metagenome or environmental	19732440	UNIVERSITE CATHOLIQUE DE LOUVAIN	2017-02-07	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374745	Belgium	Europe	Belgium: Liege	C23M0_placebo	Homo sapiens	Illumina MiSeq	50.57 N 5.56 E	C23M0_placebo	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	C23M0	SRP237728	M0_placebo
95_obese	95_obese_M3_inulin	sample-133	239.51096715959963	0.1858371700132833	3.715037525398037	235.47619047619048	0.0548955147927794	20	18.216424488864305	17.42996776539002	29.0206676124943	0.9822540573140752	0.9997807611457163	0.177114860940143	0.0004390636654303	20.25125391845883	0.7684617473220413	0.8223747806517107	229	0.6851382075459154	0.0002192388542835	5.370938031963891	0.9451044852072206	17	0.7000799520681804	77541.0	SRR10698258	AMPLICON	420	51179940	PRJNA595949	SAMN13577675	Metagenome or environmental	28012634	UNIVERSITE CATHOLIQUE DE LOUVAIN	2016-09-07	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374677	Belgium	Europe	Belgium: Liege	C09M3_inulin	Homo sapiens	Illumina MiSeq	50.57 N 5.56 E	C09M3_inulin	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	C09M3	SRP237728	M3_inulin
95_obese	95_obese_M3_placebo	sample-169	225.95219567116789	0.2826118594459986	3.38088776843231	223.3913043478261	0.0984947459326577	22	10.152825823660832	17.386042523251596	28.80517511160694	0.9848567560415704	0.9998221244805228	0.1302997661332234	0.0004155595583252	19.94140516507428	0.6889316446844861	0.8886976296701206	221	0.6279914226399396	0.0001778755194773	4.890736007653452	0.9015052540673424	11	0.7060022048954767	61841.0	SRR10698294	AMPLICON	420	40882380	PRJNA595949	SAMN13577777	Metagenome or environmental	23018122	UNIVERSITE CATHOLIQUE DE LOUVAIN	2016-05-27	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374641	Belgium	Europe	Belgium: Brussels	S05M3_placebo	Homo sapiens	Illumina MiSeq	50.85 N 4.45 E	S05M3_placebo	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	S05M3	SRP237728	M3_placebo
95_obese	95_obese_M3_placebo	sample-11	254.72283208114797	0.1017452655031563	3.7975021698679448	253.6875	0.0386131658377054	15	25.897902394304804	18.261413157658865	31.605809682323727	0.9816655756676655	0.9998267112266368	0.1779638889176682	0.0003908742421019	21.85916446202383	0.8063345201340767	0.872514949397938	248	0.6902616220477763	0.000173288773363	5.490476447294082	0.9613868341622944	14	0.718914729146453	80790.0	SRR10698136	AMPLICON	420	50407560	PRJNA595949	SAMN13577669	Metagenome or environmental	27714990	UNIVERSITE CATHOLIQUE DE LOUVAIN	2016-07-13	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374799	Belgium	Europe	Belgium: Liege	C06M3_placebo	Homo sapiens	Illumina MiSeq	50.57 N 5.56 E	C06M3_placebo	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	C06M3	SRP237728	M3_placebo
95_obese	95_obese_M0_placebo	sample-8	215.28466561112975	0.0901271451399986	3.9835637212856	212.7142857142857	0.0313902456375312	13	31.85703009613803	19.849583473247723	25.55571298317205	0.9790421077075466	0.9997637740568333	0.2630442284370414	0.0002911359225562	18.06162115150552	0.8259057917431261	0.7567202798128781	203	0.7512375251397487	0.0002362259431668	5.758487983791018	0.9686097543624688	17	0.6442808987264266	71965.0	SRR10698133	AMPLICON	420	47333580	PRJNA595949	SAMN13577752	Metagenome or environmental	26382232	UNIVERSITE CATHOLIQUE DE LOUVAIN	2017-10-14	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374802	Belgium	Europe	Belgium: Brussels	E37M0_placebo	Homo sapiens	Illumina MiSeq	50.81 N 4.26 E	E37M0_placebo	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	E37M0	SRP237728	M0_placebo
95_obese	95_obese_M3_placebo	sample-51	162.8565051020408	0.3495879786718371	2.9129734281822075	161.25	0.1471340063802156	15	6.796525321385288	17.002562046509716	20.96107271209361	0.9899899379805088	0.9997818710615608	0.1113200579401158	0.0006486190594295	14.866881957826925	0.6194691774076337	0.7827670075288163	159	0.5765638318701529	0.0002181289384391	4.216343818716677	0.8528659936197844	9	0.7233414731553548	41260.0	SRR10698176	AMPLICON	420	31515960	PRJNA595949	SAMN13577713	Metagenome or environmental	18938510	UNIVERSITE CATHOLIQUE DE LOUVAIN	2017-08-17	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374759	Belgium	Europe	Belgium: Liege	C31M3_placebo	Homo sapiens	Illumina MiSeq	50.57 N 5.56 E	C31M3_placebo	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	C31M3	SRP237728	M3_placebo
95_obese	95_obese_M0_placebo	sample-170	208.55465794779064	0.2643262011455026	3.334153914097828	206.5	0.091619654720573	17	10.9146885900177	17.056796309397527	25.945262368425272	0.9863920471180206	0.9998516188384724	0.1343746425934407	0.0005444386937738	18.258168442197903	0.7000090664214758	0.785813617732482	204	0.6284337276538192	0.0001483811615277	4.821610857800775	0.9083803452794268	10	0.7243446062284011	67394.0	SRR10698295	AMPLICON	420	42142380	PRJNA595949	SAMN13577776	Metagenome or environmental	22945912	UNIVERSITE CATHOLIQUE DE LOUVAIN	2016-03-11	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374640	Belgium	Europe	Belgium: Brussels	S05M0_placebo	Homo sapiens	Illumina MiSeq	50.85 N 4.45 E	S05M0_placebo	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	S05M0	SRP237728	M0_placebo
95_obese	95_obese_M3_placebo	sample-136	159.6014552387109	0.0853649177560052	3.773601531758085	158.5	0.0369885404587248	11	27.035400359089355	13.805230271196542	20.9811801946674	0.9830311806461997	0.9998976746565704	0.2740275731058681	0.0007233661037364	14.848234670144612	0.811781778830326	0.7991323221739294	158	0.7475804320253312	0.0001023253434294	5.460163567140535	0.9630114595412752	4	0.6349396037612983	39091.0	SRR10698261	AMPLICON	420	30905280	PRJNA595949	SAMN13577807	Metagenome or environmental	18649240	UNIVERSITE CATHOLIQUE DE LOUVAIN	2017-04-29	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374674	Belgium	Europe	Belgium: Brussels	S29M3_placebo	Homo sapiens	Illumina MiSeq	50.85 N 4.45 E	S29M3_placebo	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	S29M3	SRP237728	M3_placebo
95_obese	95_obese_M0_placebo	sample-124	166.79313489484878	0.0887085729937003	3.614473609704082	165.0	0.0429224905767535	11	23.29780929677905	13.796445673093512	20.34437542248663	0.9854101666221332	0.9998459326211996	0.2261906566552498	0.0004140866826852	14.669242604759386	0.7961164647606537	0.6702689583904049	162	0.7119505510669681	0.0001540673788003	5.225610254302596	0.9570775094232464	9	0.6760825293932662	58416.0	SRR10698249	AMPLICON	420	38800860	PRJNA595949	SAMN13577818	Metagenome or environmental	21550345	UNIVERSITE CATHOLIQUE DE LOUVAIN	2017-07-07	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374686	Belgium	Europe	Belgium: Brussels	S38M0_placebo	Homo sapiens	Illumina MiSeq	50.85 N 4.45 E	S38M0_placebo	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	S38M0	SRP237728	M0_placebo
95_obese	95_obese_M3_placebo	sample-189	140.60124409758097	0.1250367796443934	3.19487242260308	138.71428571428572	0.0685834390735154	13	14.580779463801562	13.32667963893903	16.48012548311806	0.9899193507913588	0.9999299435344888	0.1718202154731421	0.0002957513144091	12.2587981872311	0.7408888699559057	0.516556933782779	138	0.6495055768397604	7.005646551120202e-05	4.61702627777925	0.9314165609264844	5	0.7191998780002189	71371.0	SRR10698314	AMPLICON	420	42748440	PRJNA595949	SAMN13577661	Metagenome or environmental	23284021	UNIVERSITE CATHOLIQUE DE LOUVAIN	2016-05-26	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374621	Belgium	Europe	Belgium: Liege	C01M3_placebo	Homo sapiens	Illumina MiSeq	50.57 N 5.56 E	C01M3_placebo	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	C01M3	SRP237728	M3_placebo
95_obese	95_obese_M0_inulin	sample-35	175.98022220167653	0.1637757222230773	3.673347722840688	175.27272727272728	0.052293620706895	10	19.12279139371481	14.537741851635888	21.45707877830244	0.9833992506272212	0.9998614809228448	0.2261823092121977	0.0005804786292039	15.430807742955317	0.7743599358299917	0.6747796659780672	172	0.7150616865666115	0.0001385190771551	5.310237400387465	0.9477063792931048	9	0.6416857771689779	64973.0	SRR10698160	AMPLICON	420	41387220	PRJNA595949	SAMN13577728	Metagenome or environmental	23362573	UNIVERSITE CATHOLIQUE DE LOUVAIN	2017-12-04	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374775	Belgium	Europe	Belgium: Liege	C44M0_inulin	Homo sapiens	Illumina MiSeq	50.57 N 5.56 E	C44M0_inulin	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	C44M0	SRP237728	M0_inulin
95_obese	95_obese_M0_placebo	sample-154	196.50870358412817	0.3099777266034958	2.968919922209813	193.63636363636363	0.1355141797121962	21	7.379301576586233	19.764133230282223	23.64455840036922	0.9890677629929454	0.999886745441504	0.0973540983287223	0.0003325405160393	16.92797624326796	0.6341269771518884	0.6810952001002003	192	0.5659074293913339	0.0001132545584959	4.292386630812773	0.8644858202878037	9	0.7326683167226647	79467.0	SRR10698279	AMPLICON	420	49360080	PRJNA595949	SAMN13577790	Metagenome or environmental	27156878	UNIVERSITE CATHOLIQUE DE LOUVAIN	2016-08-19	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374656	Belgium	Europe	Belgium: Brussels	S14M0_placebo	Homo sapiens	Illumina MiSeq	50.85 N 4.45 E	S14M0_placebo	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	S14M0	SRP237728	M0_placebo
95_obese	95_obese_M3_placebo	sample-103	191.54962714053624	0.2709210767258744	3.211711834779115	188.25	0.0987511478322037	19	10.1264645723327	15.283989113517537	24.0700531702729	0.988031728876331	0.999816883354697	0.1299276464340961	0.000481121370787	16.960072412571197	0.6887001410708965	0.7959336317121294	186	0.6162448235814928	0.000183116645303	4.645967591504126	0.9012488521677964	10	0.7421670378224478	54610.0	SRR10698228	AMPLICON	420	34930140	PRJNA595949	SAMN13577837	Metagenome or environmental	19686010	UNIVERSITE CATHOLIQUE DE LOUVAIN	2017-11-10	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374707	Belgium	Europe	Belgium: Brussels	S49M3_placebo	Homo sapiens	Illumina MiSeq	50.85 N 4.45 E	S49M3_placebo	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	S49M3	SRP237728	M3_placebo
95_obese	95_obese_M3_placebo	sample-111	176.17677705816908	0.075752993068683	3.814224821153567	174.75	0.03310754861193	11	30.20459206211536	14.852597542752015	21.0021161478356	0.9828104572142544	0.9999117832388154	0.2594464096973151	0.0002427273100053	15.246032324610864	0.8209595960963907	0.6141474282630287	173	0.7413613171326092	8.821676118462508e-05	5.511745775232039	0.96689245138807	7	0.6573180939060503	79350.0	SRR10698236	AMPLICON	420	50103480	PRJNA595949	SAMN13577677	Metagenome or environmental	27117718	UNIVERSITE CATHOLIQUE DE LOUVAIN	2016-09-22	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374699	Belgium	Europe	Belgium: Liege	C10M3_placebo	Homo sapiens	Illumina MiSeq	50.57 N 5.56 E	C10M3_placebo	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	C10M3	SRP237728	M3_placebo
95_obese	95_obese_M3_inulin	sample-184	163.60014259719355	0.2349362145970955	3.404385100234551	161.5	0.0786920981057399	13	12.707756230572	13.097882417357782	19.373549413593658	0.9863265214443364	0.9999063945869326	0.1841535869410764	0.0003136203938912	14.168177613257615	0.722119529415039	0.5850883418673116	160	0.6719969470730996	9.360541306731566e-05	4.920313326453065	0.92130790189426	7	0.6725650891925864	74782.0	SRR10698309	AMPLICON	420	49833840	PRJNA595949	SAMN13577763	Metagenome or environmental	27578388	UNIVERSITE CATHOLIQUE DE LOUVAIN	2018-04-10	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374626	Belgium	Europe	Belgium: Brussels	E47M3_inulin	Homo sapiens	Illumina MiSeq	50.81 N 4.26 E	E47M3_inulin	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	E47M3	SRP237728	M3_inulin
95_obese	95_obese_M3_inulin	sample-40	231.35373959520047	0.0994691254540374	4.025125661339087	231.125	0.033820699745376	15	29.567691015521333	16.773531772521416	31.444685347240917	0.9769477829522466	0.9993480488032038	0.2578088776052329	0.0010096556790018	20.90546020550068	0.8206685758207145	1.2146590483113842	218	0.7506883238758908	0.0006519511967961	5.83148527032576	0.966179300254624	21	0.6290211133640311	32211.0	SRR10698165	AMPLICON	420	21576660	PRJNA595949	SAMN13577723	Metagenome or environmental	11834124	UNIVERSITE CATHOLIQUE DE LOUVAIN	2017-11-28	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374770	Belgium	Europe	Belgium: Liege	C39M3_inulin	Homo sapiens	Illumina MiSeq	50.57 N 5.56 E	C39M3_inulin	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	C39M3	SRP237728	M3_inulin
95_obese	95_obese_M3_placebo	sample-89	327.1298612310083	0.1475258747629691	3.8740889715438094	324.5	0.0555264932295437	21	18.009421122022786	21.99232421671076	41.679028447717975	0.9755834828885434	0.999883470873015	0.1482543628061328	0.0003935028486404	28.022050296902403	0.7668553393708862	1.0480373866643826	322	0.6725042670617276	0.0001165291269849	5.602577149068647	0.9444735067704564	11	0.6922363110681549	94397.0	SRR10698214	AMPLICON	420	62355300	PRJNA595949	SAMN13577679	Metagenome or environmental	35635018	UNIVERSITE CATHOLIQUE DE LOUVAIN	2016-09-27	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374721	Belgium	Europe	Belgium: Liege	C11M3_placebo	Homo sapiens	Illumina MiSeq	50.57 N 5.56 E	C11M3_placebo	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	C11M3	SRP237728	M3_placebo
